en,es
"Cannot move items to trash, do you want to delete them immediately?","Para evitar perder su trabajo: • suspenda su portátil para ahorrar energía, • enchufe su portátil a una fuente de alimentación externa, o • guarde los documentos abiertos y apague el portátil."
"Cannot move some items to trash, do you want to delete these immediately?",La batería se está agotando No hay ninguna batería presente Estado de la batería desconocido N/D Hubo un error al mostrar la ayuda: %s Esta utilidad muestra el estado de la batería de su portátil.
Trash Applet Removing item %s of %s Removing: %s Empty all of the items from the trash?,Backend de HAL activado.
"If you choose to empty the trash, all items in it will be permanently lost.",Backend legado (No-HAL) activado.
Please note that you can also delete them separately.,"Preferencias del monitor de carga batería _Apariencia: Vista _compacta (muestra una imagen única para el estado y la carga) Vista _expandida (dos imágenes: una para el estado, otra para la carga) Mostrar _tiempo/porcentaje: Mostrar el _tiempo restante Mostrar el _porcentaje restante Notificaciones _Avisar cuando la carga de la batería baje hasta: _Notificarme cuando la batería esté recargada completamente No hay ninguna batería presente Nivel de valor rojo El nivel de batería por debajo del cual se muestra de color rojo."
Emptying the Trash _Keyboard Accessibility Preferences _Help _About AccessX Status Applet Factory Keyboard Accessibility Status Applet Factory Keyboard Accessibility Status Shows the status of keyboard accessibility features Shows the state of AccessX features such as latched modifiers translator-credits There was an error launching the help viewer: %s There was an error launching the keyboard preferences dialog: %s a AccessX Status Shows keyboard status when accessibility features are used.,También el valor en el cual se muestra la advertencia de batería baja.
XKB Extension is not enabled Unknown error Error: %s Displays current state of keyboard accessibility features Battstat Factory Battery Charge Monitor Monitor a laptop's remaining power _Preferences System is running on AC power System is running on battery power Battery charged (%d%%) Unknown time (%d%%) remaining Unknown time (%d%%) until charged %d %s %d %s (%d%%) remaining %d %s %d %s until charged (%d%%) Battery Monitor Your battery is now fully recharged Battery Notice You have %d%% of your total battery capacity remaining.,Avisar cuando quede poco tiempo en vez de bajo porcentaje Usar el valor definido en red_value como el tiempo que queda para mostrar el diálogo de advertencia en vez de un porcentaje Notificación de batería baja Notificar al usuario cuando la batería esté baja Notificación de batería cargada Notificar al usuario cuando la batería esté llena Pitar para las advertencias Pitar al mostrar una advertencia Vaciar desde arriba Mostrar el medidor de batería vaciándose desde la parte superior de la batería.
"To avoid losing your work: • plug your laptop into external power, or • save open documents and shut your laptop down.",Sólo implementado para la vista tradicional de la batería.
"To avoid losing your work: • suspend your laptop to save power, • plug your laptop into external power, or • save open documents and shut your laptop down.","Batería vertical (pequeña) Muestra la batería hacia arriba, más pequeña en el panel Muestra la batería horizontal Muestra la batería tradicional horizontal en el panel Muestra la etiqueta de tiempo/porcentaje 0 para ninguna etiqueta, 1 para porcentaje y 2 para tiempo restanteWarn when battery charge drops to: [XX] percent por cientoWarn when battery charge drops to: [XX] minutes remaining minutos restantes Utilidad de estado de la batería Carga de la batería baja Batería recargada completamente Fábrica para miniaplicación selector de caracteres Paleta de caracteres Insertar caracteres Paletas disponiblesPILCROW SIGN Insertar «%s» Insertar carácter especial insertar carácter especial %s Miniaplicación del panel de GNOME para seleccionar caracteres que no están en mi teclado."
Your battery is running low No battery present Battery status unknown N/A There was an error displaying help: %s This utility shows the status of your laptop battery.,Distribuido bajo la Licencia Pública General GNU.
HAL backend enabled.,OBSOLETO - Caracteres mostrados al iniciar la miniaplicación Caracteres mostrados al iniciar la miniaplicación La cadena que el usuario había seleccionado cuando se usó la miniaplicación por última vez.
Legacy (non-HAL) backend enabled.,Esta cadena se mostrará cuando el usuario inicie la miniaplicación.
"Battery Charge Monitor Preferences Appearance _Compact view (shows single image for status and charge) _Expanded view (two images: one for status, one for charge) _Show time/percentage: Show _time remaining Show _percentage remaining Notifications _Warn when battery charge drops to: _Notify when battery is fully recharged No batteries found Red value level The battery level below which the battery is displayed as red.",Lista de paletas disponibles Lista de cadenas que contienen las paletas disponibles _Editar _Paleta: Entrada de paleta Modificar una paleta añadiendo o quitando caracteres Añadir paleta Editar la paleta Lista de paletas _Paletas: Botón «Añadir» Pulse para añadir una paleta nueva Botón «Editar» Pulse para editar la paleta seleccionada Botón «Borrar» Pulse para borrar la paleta seleccionada Preferencias de la paleta de caracteres Monitor de frecuencia de la CPU Monitoriza el escalado de frecuencia de la CPU CPU que monitorizar Establece la CPU que monitorizar.
Also the value at which the low battery warning is displayed.,"En un sistema monoprocesador, no tiene que cambiarlo."
Warn on low time rather than low percentage Use the value defined in red_value as a time remaining to show the warning dialog rather than a percentage.,"Modo para mostrar el uso de la CPU Un valor de 0 significa mostrar la miniaplicación en modo gráfico (sólo pixmap), 1 mostrar la miniaplicación en modo texto (no mostrar el pixmap) y 2 mostrar la miniaplicación en modo gráfico y texto."
Low Battery Notification Notify user when the battery is low.,El tipo de texto a mostrar (si el texto está activado).
Full Battery Notification Notify user when the battery is full.,"Un valor 0 significa mostrar la frecuencia de la CPU, 1 mostrar la frecuencia y las unidades y 2 mostrar un porcentaje en vez de la frecuencia."
Beep for warnings Beep when displaying a warning.,Preferencias del monitor de frecuencia de la CPU Configuración del monitor CPU _monitorizada: Configuración del visor _Apariencia: Mostrar la frecuencia de la CPU como _frecuencia Mostrar las _unidades de la frecuencia Mostrar la frecuencia de la CPU como _porcentaje No se pudo abrir el documento de ayuda Esta utilidad muestra el estado actual del escalado de frecuencia de la CPU.
Drain from top Show the battery meter draining from the top of the battery.,Esta utilidad muestra la frecuencia actual de la CPU Gráfico Texto Gráfico y texto Sin soporte para escalado de frecuencia Escalado de frecuencia de la CPU no soportado No podrá modificar la frecuencia de su máquina.
Only implemented for traditional battery view.,Su máquina puede estar mal configurada o no tener soporte hardware para el escalado de frecuencia de la CPU.
"Upright (small) battery Show the upright, smaller battery on the panel.",Monitoriza el escalado de frecuencia de la CPU Monitoriza el escalado de frecuencia de la CPU Fábrica de la miniaplicación montador de discos Fábrica para la miniaplicación montador de discos Montador de discos Monta dispositivos y discos locales (montado) (desmontado) No se puede ejecutar «%s» _Reproducir DVD _Reproducir CD _Abrir %s Des_montar %s _Montar %s _Expulsar %s Miniaplicación para montar y desmontar volúmenes de bloques.
"Show the horizontal battery Show the traditional, horizontal battery on the panel.",Intervalo del tiempo de espera para comprobar el estado de los puntos de montaje Tiempo en segundos entre las actualizaciones del estado Fábrica de la miniaplicación Geyes Un conjunto de globos oculares para su panel Un pequeño clon de xeyes para el panel de GNOME.
"Show the time/percent label 0 for no label, 1 for percentage and 2 for time remaining.",Los ojos miran en la dirección del puntero del ratón Directorio en el cual se encuentra situado el tema No se puede lanzar la miniaplicación Geyes.
"Percent Minutes Remaining Battery Status Utility Battery power low Battery fully re-charged Charpicker Applet Factory Character Palette Insert characters Available palettes Insert ""%s"" Insert special character insert special character %s Gnome Panel applet for selecting strange characters that are not on my keyboard.",Hubo un error fatal al intentar cargar el tema.
Released under GNU General Public Licence.,Preferencias de Geyes Temas _Seleccione un tema: Teclado genérico Mapa de teclado árabe Armenio Vasco Belga Mapa de teclado búlgaro Mapa de teclado portugués brasileño Búlgaro cirílico Mapa de teclado suizo Mapa de teclado checo Mapa de teclado alemán Mapa de teclado danés Mapa de teclado estonio Mapa de teclado español Mapa de teclado finlandés Suizo francés Mapa de teclado francés-canadiense 105 teclas Mapa de teclado suizo francés Mapa de teclado francés GB 102 teclas Mapa de teclado inglés GB 105 teclas Mapa de teclado georgiano Georgiano latino Distribución georgiano rusa Alemán Alemán suizo con Euro Mapa de teclado griego Húngaro 101 teclas latino 1 Húngaro latino 1 Húngaro 101 teclas latino 2 Húngaro 105 teclas latino 2 Húngaro 105 teclas latino 1 Sun (no PC) húngaro Tipo5 latino 2 Teclado húngaro PC/AT 101 Mapa de teclado hebreo Mapa de teclado islandés Mapa de teclado italiano Mapa de teclado japonés Mapa de teclado de Laos Mapa de teclado lituano Macedonio Mapa de teclado holandés Noruego Teclas muertas del polaco Polaco Teclas muertas portugués Portugal Mapa de teclado portugués Mapa de teclado ruso Mapa de teclado ruso plano Ruso cirílico Mapa de teclado sueco Mapa de teclado esloveno Mapa de teclado eslovaco Esloveno Sueco Tailandés Tailandés Kedmanee Mapa de teclado tailandés Teclado turco «F» Teclado turco «Q» Mapa de teclado turco Mapa de teclado Reino Unido 105-teclas Reino Unido PC/AT Estadounidense PC/AT 101 Estadounidense de 101 teclas Estadounidense de 84 teclas Estadounidense DEC 450 Estadounidense IBM RS/6000 Estadounidense internacional Estadounidense de 105 teclas (con teclas Windows) Estadounidense Macintosh Estadounidense Silicon Graphics 101-teclas Estadounidense Sun tipo 5 Mapa de teclado servio Mapa de teclado mongol alt Mapa de teclado mongol fonético Mapa de teclado mongol Comportamiento del cambio de distribución La tecla Alt derecha cambia la distribución.
